url,content,label
https://www.facebook.com/viettan/posts/pfbid02wBHwxokEVHDjNwsZpoHAK8962aPbWtWVhq64ZLXm7YmFNtqqzEhrhnWwZsNyNa2el,"BCA BẮT 2 CHỦ TỊCH TỈNH VÀ MỘT LOẠT TÒNG PHẠM
Bắt Bí thư, Chủ tịch UBND tỉnh Vĩnh Phúc; Chủ tịch, nguyên Chủ tịch UBND tỉnh Quảng Ngãi cùng đồng phạm. 
Chiều 8/3, Trung tướng Tô Ân Xô, Người phát ngôn Bộ Công an cho biết, Cơ quan CSĐT Bộ Công an đã khởi tố bị can, bắt bị can để tạm giam, khám xét đối với 9 bị can, xảy ra tại Công ty Cổ phần Tập đoàn Phúc Sơn, Công ty Cổ phần Đầu tư Thương mại và Bất động sản Thăng Long và các đơn vị liên quan.
Căn cứ lời khai của Nguyễn Văn Hậu, các bị can, đối tượng liên quan, tài liệu điều tra xác minh tại 3 tỉnh: Vĩnh Phúc, Quảng Ngãi, Vĩnh Long và các đơn vị có liên quan:
Khởi tố bị can, bắt bị can để tạm giam, khám xét đối với 9 bị can, gồm: Bà Hoàng Thị Thuý Lan, Bí thư Tỉnh ủy, Trưởng đoàn đại biểu Quốc hội, Chủ tịch HĐND tỉnh Vĩnh Phúc và ông Lê Duy Thành, Phó Bí thư Tỉnh ủy, Chủ tịch UBND, đại biểu HĐND tỉnh Vĩnh Phúc, cùng về tội “Nhận hối lộ”, quy định tại khoản 4, Điều 354 Bộ luật Hình sự.
Ông Cao Khoa, nguyên Chủ tịch UBND tỉnh Quảng Ngãi; ông Đặng Văn Minh, Phó Bí thư Tỉnh ủy, Chủ tịch UBND, đại biểu HĐND tỉnh Quảng Ngãi, nguyên Giám đốc Sở Giao thông vận tải tỉnh Quảng Ngãi, cùng về tội “Nhận hối lộ”, quy định tại khoản 4, Điều 354 Bộ luật Hình sự.
Ông Hà Hoàng Việt Phương, Trưởng Ban quản lý khu kinh tế Dung Quất và các khu công nghiệp, nguyên Phó Giám đốc Sở Giao thông vận tải tỉnh Quảng Ngãi; ông Phạm Ngọc Thủy, Phó Giám đốc Sở Giao thông vận tải, nguyên Trưởng phòng Kỹ thuật & Chất lượng Sở Giao thông vận tải tỉnh Quảng Ngãi; ông Lê Quốc Đạt, Giám đốc Ban quản lý dự án Đầu tư xây dựng các công trình giao thông, nguyên Trưởng phòng Quản lý Đầu tư Sở Giao thông vận tải tỉnh Quảng Ngãi và ông Phạm Ngọc Cương, Phó Tổng Giám đốc Tập đoàn Phúc Sơn, cùng về tội “Vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng”, quy định tại khoản 3, Điều 222 Bộ luật Hình sự.
Ông Đặng Trung Hoành, Chánh Văn phòng Huyện ủy huyện Mang Thít, tỉnh Vĩnh Long về tội “Lợi dụng ảnh hưởng đối với người có chức vụ, quyền hạn để trục lợi”, quy định tại khoản 3 Điều 366 Bộ luật Hình sự.
Cơ quan CSĐT Bộ Công an kêu gọi các đối tượng có liên quan trọng vụ án này khẩn trương đầu thú, tố giác tội phạm và khắc phục hậu quả để được hưởng ‘chính sách khoan hồng’ của pháp luật.",1
https://www.facebook.com/viettan/posts/pfbid02obHWeFvG62RgTQQ17yjfaXS8inYAaFZgFGBnyy2gUH8snHxYKo2TeKf1V9Vae1pQl,"42 NĂM NGÀY DỰNG CỜ CHÍNH NGHĨA
Ngày 8 tháng 3 năm nay, đánh dấu đúng 42 năm (1982-2024) ngày Mặt Trận Quốc Gia Thống Nhất Giải Phóng Việt Nam, gọi tắt là Mặt Trận, tiền thân của Đảng Việt Tân, công bố bản Cương Lĩnh Chính Trị nhằm minh định lập trường đấu tranh cứu nước và dựng nước, sau 7 năm thống trị của đảng Cộng sản Việt Nam.
Tuyên ngôn cứu nước đã diễn ra trong bối cảnh tan tác, đau thương của toàn thể dân tộc sau khi miền Nam Việt Nam sụp đổ vào cuối tháng 4, 1975.
Tại miền Nam, hàng trăm ngàn quân cán chính Việt Nam Cộng Hòa bị đày ải nơi các trại tù khổ sai chung thân dưới mỹ từ “Trại tập trung cải tạo”. Hàng trăm ngàn gia đình thân nhân của các quân cán chính này đã bị lưu đày đến những vùng rừng sâu nước độc dưới mỹ từ xây dựng “Khu kinh tế mới”. Hàng triệu người khác liều mình tìm đường vượt biên, vượt biển lánh nạn cộng sản và gần 2/3 trong số họ bỏ mình trên đại dương hoặc những vùng biên giới Đông Dương. Nền kinh tế trù phú miền Nam hoàn toàn bị phá hủy dưới chủ trương “đánh tư sản mại bản.”
Tại miền Bắc, cuộc chiến tranh biên giới do Đặng Tiểu Bình phát động dưới cái gọi là “dạy cho đàn em CSVN một bài học”, đã huy động gần nửa triệu Hồng quân và súng đạn, tổng công kích 6 tỉnh miền Bắc vào đầu năm 1979, đã không chỉ khiến cho hàng vạn người bị hy sinh, hạ tầng cơ sở bị phá hoại nặng nề, mà còn làm cho hàng triệu người dân miền Bắc sống điêu đứng trong nhiều năm dài.
Những thảm cảnh không bút mực nào tả xiết này đã hoàn toàn bị bưng bít bằng bức màn sắt của chế độ, bao trùm lên toàn thể đất nước từ 1975 đến 1986, khi chế độ buộc phải mở cửa giao thương với thế giới bên ngoài để cứu nguy nền kinh tế phá sản. Người Việt Nam lúc đó bị cách ly khỏi thế giới bên ngoài, đè nghẹt dưới gọng kềm chuyên chính, cảm nhận đất nước đang từng ngày biến thành địa ngục trần gian.
Chính trong bối cảnh vô vọng đó của dân tộc, và trước sự thờ ơ của thế giới coi số phận Việt Nam như đã an bài, người Việt Nam đã không đầu hàng nghịch cảnh mà cương quyết vùng lên tìm đường cứu nước.
Tại buổi lễ trong vùng rừng núi Đông Dương, Tướng Hoàng Cơ Minh, Chủ Tịch Mặt Trận đã tuyên xưng chính nghĩa của dân tộc:
Những nguyện vọng nhỏ bé nhất của người dân như cơm đủ ăn, áo đủ mặc, sống cảnh gia đình đoàn viên cũng không còn có thể thực hiện được … Nguy hại hơn nữa, CSVN đã đưa Tổ Quốc chúng ta vào vòng thống trị của đế quốc, đem quân khống chế Lào, xâm chiếm Kampuchia… Vì sự sống còn của dân tộc, vì khát vọng tự do và hòa bình, dân tộc Việt Nam quyết tâm hy sinh và chiến đấu …
Trong bầu không khí phấn khởi của Mùa Xuân Khởi Nghĩa, trong niềm căm phẫn tột độ của toàn dân, với tinh thần “Quyết tâm giải phóng Việt Nam”, Mặt Trận công bố Cương Lĩnh Chính Trị để hướng dẫn toàn dân trong công cuộc đấu tranh giải phóng Tổ Quốc và xây dựng Quê Hương.
Châm ngôn của Mặt Trận là: “Lấy chính nghĩa để huy động toàn dân. Lấy chính nghĩa để khuất phục kẻ thù. Lấy chính nghĩa để tranh thủ thế giới.”
Vì thế ngày 8 tháng 3, Mặt Trận đã tuyên xưng đây là ngày Dựng Cờ Chính Nghĩa.
Người Việt Nam đã không chiến đấu để bảo vệ quyền lợi của một cá nhân hay dòng họ như thời quân chủ xa xưa. Người Việt Nam cũng không chiến đấu để bảo vệ quyền lợi cho một giai cấp, của một đảng độc tôn. Chính nghĩa đấu tranh của người Việt Nam vào thập niên 80 là ở chỗ chúng ta chiến đấu để giành lấy độc lập và tự do, vì quyền lợi tối thượng của đất nước và vì lẽ sống còn của toàn dân đang bị thiểu số độc tài áp bức.
Nhưng có chính nghĩa không chưa đủ, chúng ta còn phải quảng bá và phát huy chính nghĩa đó bằng những quan niệm và hành động thực tiễn.
Hành động thực tiễn biểu hiện qua tinh thần chiến đấu trường kỳ, không chấp nhận thỏa hiệp hay nhượng bộ đối phương cho đến ngày chế độ độc tài hoàn toàn sụp đổ, và đất nước có cơ hội canh tân, xây dựng một nền dân chủ vững chắc, tự do, văn minh và nhân bản.
Hành động thực tiễn còn biểu hiện tinh thần sẵn sàng từ bỏ cuộc sống ấm êm tại hải ngoại, để đồng cam cộng khổ với quốc nội trong từng nỗ lực xây dựng tiềm lực đấu tranh lâu dài.
Với tinh thần đó, những thành viên của Mặt Trận, đã nối tiếp nhau xây dựng hành lang phục quốc từ những ngày đầu thành lập khu chiến gian lao với hai bàn tay trắng, tới con đường Đông Tiến hào hùng với những chuyến nhập nội đầy hiểm nguy, trắc trở – bằng chính xương máu và tài lực của mình, dựa trên những quan niệm thực tiễn làm kim chỉ nam hành động: lấy sức mạnh dân tộc làm căn bản, đại đoàn kết toàn dân làm vũ khí và đứng trên lập trường dân tộc để đấu tranh toàn diện.
Trong chiến lược “Toàn Dân Toàn Diện”, Mặt Trận kêu gọi sự tham gia của mọi thành phần dân tộc, và tấn công chế độ trên mọi bình diện, mọi phương tiện, với phương châm “tiết kiệm xương máu của toàn dân và bảo tồn tài nguyên của đất nước”, nhằm tiến tới một cuộc “vùng dậy của toàn dân” để chấm dứt chế độ độc tài.
Với chủ trương “Lấy đại đoàn kết toàn dân làm vũ khí,” Mặt Trận cũng đã kêu gọi anh em thuộc “hàng ngũ bên kia” quay trở về phục vụ dân tộc thay vì chủ nghĩa “Cộng sản quốc tế”.
42 năm trước, Mặt Trận không chủ trương mở một cuộc chiến tranh mới mà là tiến hành một cuộc đấu tranh giải phóng. Nếu sức mạnh của chiến tranh đến từ nòng súng, đến từ đại pháo xe tăng thì sức mạnh chính yếu của đấu tranh giải phóng đến từ con tim, đến từ quyết tâm của con người. Chính những quyết tâm này, chúng ta đã cùng nhau thắp sáng ngọn lửa tự do và liên tục trao đến tay nhiều thế hệ, kể cả những người từng ở bên này hay bên kia chiến tuyến trước năm 1975.
Lúc đó vẫn có một số người nghi ngờ về chủ trương này, liệu có thể đạt được mục tiêu giải phóng đất nước sau những bàng hoàng về sự sụp đổ của miền Nam trong lúc có hơn 1 triệu quân trong tay? Nhưng đến ngày hôm nay, chúng ta càng thấy rõ, như lời tâm huyết của cố Phó Đề Đốc Hoàng Cơ Minh, đã từng chia sẻ với đồng bào:
Chúng ta không chủ trương chiến đấu đơn độc, nhưng không ngại chiến đấu một mình. Chúng ta luôn lấy sức mạnh dân tộc làm căn bản. Không nước nào giúp chúng ta mà không vì quyền lợi của chính họ. Hãy vận động sự hỗ trợ của thế giới trên căn bản tương quan quyền lợi. Có những vấn đề Việt Nam mà người Việt Nam phải giải quyết. Có những vấn đề Việt Nam của thế giới mà thế giới phải chung tay giải quyết. Không ai thương dân tộc Việt Nam bằng chính người Việt Nam.
Do đó, muốn Việt Nam có tự do và dân chủ thật sự, chính người Việt Nam hơn lúc nào hết phải cùng nhau góp phần đấu tranh bằng hết tấm lòng, khả năng và trí tuệ của mỗi người.
Nhìn lại 42 năm ngày Dựng Cờ Chính Nghĩa, mặc dù cuộc đấu tranh chưa thành tựu và còn rất nhiều chông gai phía trước, nhưng chúng ta vững tin là sớm muộn gì chế độ độc tài cộng sản cũng phải cáo chung, với những chỉ dấu rõ rệt trong hiện tình đất nước:
Thứ nhất, lòng dân đã chán ngán và nhìn thấy rõ đảng CSVN chỉ là một tập đoàn say mê quyền lực, không có khả năng mang lại đời sống tự do và hạnh phúc thực sự cho toàn dân. Hai vấn đề ô nhiễm môi trường tại miền Trung và tình trạng lạm thu, cướp đất ở các địa phương đang là ngòi nổ của bất ổn xã hội.
Thứ hai, nội tình đảng CSVN đang trong tiến trình phân rã vì những cấu xé và thanh toán nhau giữa các phe nhóm. Cái gọi là phòng chống “tự diễn biến” hay “tự chuyển hóa” chỉ là tiếng vọng từ đáy vực của đảng cầm quyền, đang trong thời kỳ tẩu tán để tháo chạy.
Thứ ba, phong trào dân chủ đang trưởng thành với sự xuất hiện đa dạng của nhiều thành phần đấu tranh và đã lan rộng ở nhiều nơi cùng với Sài Gòn và Hà Nội. Điều quan trọng là lực lượng dân chủ đã có thể tự điều chỉnh và khắc phục những đòn trấn áp của an ninh, để phát triển tiềm lực trong quần chúng.
Tóm lại, 4 thập niên sau ngày Dựng Cờ Chính Nghĩa chưa phải là thời gian quá dài trong dòng lịch sử dân tộc, nhưng đủ cho phong trào dân chủ Việt Nam bắt rễ để chuẩn bị cho thế trận mới trong ngày toàn dân tổng phản công toàn diện, bằng chính sức mạnh của người Việt Nam trong và ngoài nước.
Thông điệp nhân bản, xây dựng và chủ trương thực tiễn của Mặt Trận phát xuất từ tấm lòng trong sáng của những người Việt Nam yêu nước, đầy nhiệt tình và can đảm – dù đã hy sinh hay vẫn còn kiên trì chiến đấu, đã thắp sáng ngọn lửa chính nghĩa của dân tộc qua nhiều thế hệ, và đang góp phần xiển dương dòng lịch sử hào hùng của dân tộc Việt Nam.
Lý Thái Hùng",1
https://www.facebook.com/viettan/posts/pfbid0jaoHi1A1HJTfFJBYpHyxfuThSf1oedCE1i5wG4K6BSfARcTxfSkbRbQbpu1NWmdl,"LUẬT SƯ TỐ NHỮNG THỦ ĐOẠN ĂN GIAN ĐIỆN CỦA EVN
Các anh chị muốn kiện EVN Hà Nội nên biết mánh khóe này của nhân viên điện lực. Đó là cách họ lập hóa đơn và ghi số công tơ điện. Ví dụ:
-  Tháng 10, ghi vào hóa đơn là hụt ít hơn so với công tơ. (Còn dư số điện vẫn nằm trên công tơ điện. Chúng nó để dành dồn cho tháng sau).
-   Tháng 11, ghi vào hóa đơn là hụt ít hơn so với công tơ. (Còn dư số điện vẫn nằm trên công tơ điện. Chúng nó để dành dồn cho tháng sau).
- Tháng 12, ghi vào hóa đơn là đúng và đủ số trên công tơ. Nhưng tháng 12 bị cộng dồn thêm số dư của tháng 10, tháng 11. Thế là tổng số lên level, tha hồ tính tiền lũy tiến.
 Đó là đối với gia đình. Còn đối với doanh nghiệp, nhà máy sản xuất thì bọn điện lực còn hút máu nhiều hơn nữa. Chi phí doanh nghiệp, sản xuất, dịch vụ, hàng hóa tăng chi phí, tăng giá thì lại đổ lên đầu người tiêu dùng.
 Như vậy là điện lực độc quyền như con đỉa hút máu nhân dân. Tội ác chống lại con người.
Luật sư Nguyễn Danh Huế",1
https://www.facebook.com/viettan/posts/pfbid0P6MUSZxkWDhsHQVFg5MUvzvke97hrCfHmaEX6ZJKSsAGD2WEihm6xiyaA73bZKJel,"YÊU CẦU CÔNG KHAI DANH TÍNH NỮ TÀI XẾ TỰ XƯNG “CHÁU TÔ LÂM”
Vào tối ngày 6 Tháng Ba 2024, lúc 23g tối, một phụ nữ lái xe hơi , đã đụng ngã một thanh niên cùng chiếc xe máy dựng bên đường ở phố Trần Cung (Hà Nội).
Không những không xin lỗi, người phụ nữ này còn bước xuống quát tháo, đánh vào đầu nam thanh niên này và tự xưng mình là cháu Bộ Trưởng Công An Tô Lâm. Thấy thái độ không bình thường của người phụ nữ, anh thanh niên và người dân xung quanh đã gọi công an đến để xử lý.
Nhưng điều ngạc nhiên, là khi công an đến thì lực lượng này tổ chức bảo vệ chặt chẽ người phụ nữ kia, thậm chí chị ta còn được đưa lên xe công vụ không cho ai tiếp cận. Còn anh thanh niên thì bị công an điều tra, lấy lời khai và bị yêu cầu về đồn.
Bất bình trước hành động bất thường của công an, người dân tập trung đông để ngăn cản công an đưa người phụ nữ rời khỏi hiện trường và hô hào yêu cầu CSGT kiểm tra nồng độ cồn.
Thấy áp lực từ phía dân quá lớn, công an cũng đuối lý và phải  buộc người phụ nữ thổi vào máy đo nồng độ cồn. Kết quả cho thấy chị T. có nồng độ cồn ở mức 0,573 mg/l khí thở,còn anh N.V.A không có nồng độ cồn.
Sau đó, lực lượng cảnh sát giao thông lại lấy cớ đưa cả hai người vào bệnh viện để xét nghiệm máu, kiểm tra chất kích thích để đưa hai người rời khởi hiện trường. Một sự bao che quá lộ liễu của công an dành cho người phụ nữ tự xưng là cháu của Bộ trưởng.
Đặc biệt hơn, nhiều trang báo của Nhà nước ồ ạt đưa tin thanh minh nói người phụ nữ đó không có bất kỳ quan hệ gì với Bộ trưởng bộ công an. 
Đây là cách hành xử rất bất thường của công an khiến nhiều người đặt ra nghi vấn. Nếu người phụ nữ này mạo danh người nhà làm ảnh hưởng đến uy tín lãnh đạo thì cần phải xử lý nghiêm để tránh các trường hợp tương tự. 
Cô Ba",1
https://www.facebook.com/viettan/posts/pfbid02WXBoa78bL5KftRLsEMBNvEiwKTRRHnofbt4zsn5mRts9rQsYc6nPGr9xvyQEVTFEl,"TRƯỚC KHI SCB MẤT 1 TRIỆU TỶ, TỪNG CÓ 70 LƯỢT ĐỀ XUẤT THANH TRA NHƯNG BẤT THÀNH
Trong quá trình giám sát từ năm 2016 đến tháng 9-2022, các thành viên Tổ giám sát thuộc NHNN chi nhánh TPHCM đã có trên 70 lượt văn bản báo cáo, đề xuất lãnh đạo các cấp về việc kiểm tra, thanh tra SCB, đưa SCB vào diện kiểm soát toàn diện, kiểm soát đặc biệt nhưng không được cấp trên chấp thuận.
Chỉ triển khai 2 cuộc thanh tra đột xuất vào năm 2020 và 2022, nhưng phạm vi thanh tra bị thu hẹp, không đúng đề xuất của Tổ Giám sát và ý kiến chỉ đạo của NHNN.
Nếu như SCB được thanh tra sớm thì thiệt hại mà Vạn Thịnh Phát gây ra đã không khủng khiếp đến như vậy. Rõ ràng là NHNN đã nhận ra sự bất ổn của SCB nhưng cố tình lờ đi.
Cô Ba",1
https://www.facebook.com/viettan/posts/pfbid02QFxJN2tBa9YocjKPLkS6AG43454fPxmY4x9kZwHhyYGYhB3nGhnRGpP9BirxgfaTl,"BỐN CÔNG AN LÀM GIẤY XÁC NHẬN LẬP CÔNG GIẢ CHO CÁC ĐỐI TƯỢNG TỘI PHẠM
Ngày 5/3, TAND tỉnh Thanh Hóa mở phiên tòa xét xử sơ thẩm đối với 4 bị cáo là  cựu Phó Trưởng Công an huyện, cán bộ điều tra, Trưởng Công an xã về tội “Đưa hối lộ”,“Nhận hối lộ”.
Các đối tượng này đã thông đồng với nhau làm giấy xác nhận lập công giả cho các đối tượng đang là bị can, bị cáo trong các vụ án hình sự nộp vào các cơ quan tố tụng để được hưởng tình tiết giảm nhẹ trái quy định của pháp luật.
Đến cái giấy lập công mà cũng làm giả, bảo sao cán bộ ra tòa ai cũng có bằng khen, giấy khen để được giảm tội. Giấy xác nhận lập công trở thành một món hàng thiết yếu dành cho những ai làm việc phi pháp. 
Không biết bốn cựu công an này có chuẩn bị sẵn giấy xác nhận lập công cho bản thân, để có ngày bị lộ thì còn có cớ mà xin giảm án hay không. 
Cô Ba",1
https://www.facebook.com/viettan/posts/pfbid0qUH7aygbsTv376vExMnzrdZ52KYYsqvwEe7eU9U9mGvtUk7UTWSjgUVmuezZWuxxl,"NỮ ĐỒNG CHÍ TÀI XẾ SAY XỈN GÂY TAI NẠN LÀ CON ĐỒNG CHÍ NÀO?
“Thông tin lái xe này là người nhà của ai đó nên chúng tôi bảo vệ là không chính xác. Lúc này người nhà của nam tài xế đi xe máy ra hiện trường rất đông, để tránh tình trạng xô xát không đáng có chúng tôi đã đưa người phụ nữ này lên xe. Sau khi có kết quả nồng độ cồn, chúng tôi đang lập hồ sơ xử lý người phụ nữ lái xe ô tô theo đúng quy định, không có bao che gì cả"", vị chỉ huy Đội CSGT đường bộ số 6 cho hay.
Nghe nói lúc vi phạm chị còn lớn tiếng kêu mình là cháu của người là thực khách của Salt Bae. Thực tế, là cháu khách của Salt Bae thì thổi cũng có làm được gì đâu, thổi phạt cũng chỉ là hình thức, có khi hôm nay chị gái này đã lấy lại được xe với bằng vi vu ngoài đường rồi.
Dư luận bàn tán, khả năng là chị này cũng có quen biết quan trên chứ riêng vụ nồng độ cồn nếu là người dân bình thường thì bị dí máy vào mồm trong vòng 5 phút. Đây nếu không bị người dân gây áp lực hàng tiếng đồng hồ thì đã chễm chệ ngồi xe công vụ về đồn. Kể ra cồn kịch khung như thế thì lúc đó chị còn suy nghĩ được gì nữa. Chỉ khoe là cháu một quan là may đấy. Đợi thêm tí nữa chắc chị kể nguyên gia phả ra mất. Mà cũng giỏi thật, dính quan nào không dính lại dính ngay con cháu quan bự nhất.
Đáng ra càng là con ông cháu cha thì càng phải gương mẫu, làm gương cho dân học tập. Đây đã đi sai, đ*ánh người, chửi dân, nồng độ cồn kịch khung như vậy thì xấu cả mặt ông bác nào làm tướng. Làm vậy khác nào bảo luật giao thông đường bộ Việt Nam và mấy cái đo nồng độ cồn của chính quyền là vô dụng, là rác.
Hạnh Nhân",1
https://www.facebook.com/viettan/posts/pfbid0JLpKdEmNE5PDXoFZwoWLinJrUqh1WwhHY5sLUobjjJTujHSL2iS4jUi5eBgVs5bXl,"TỪ VỤ FACEBOOK BỊ SẬP, CÁC MXH “MADE IN VIET NAM” BÂY GIỜ RA SAO?
Đêm ngày 5/3/2024 theo giờ Việt Nam, mạng xã hội Facebook có nhiều người dùng nhất Việt Nam bị sập không truy cập được đến hơn một giờ sau mới hoạt động trở lại.
Dân tình lại được một phen nhốn nháo vì nhiều người đã và đang phụ thuộc và không thể thiếu được MXH này. Tình huống này đặt ra một câu hỏi, vậy những MXH “MADE IN VIET NAM” từng có tham vọng thay thế Facebook bây giờ ra sao?
Trong năm 2019 có hai mạng xã hội Việt ra mắt. Đầu tiên là Lotus có vốn đầu tư 1.200 tỷ đồng được tuyên bố sẽ cạnh tranh sòng phẳng với Facebook.
Phát biểu trong Lễ ra mắt mạng xã hội này, ông Bộ trưởng bộ 4T Nguyễn Mạnh Hùng với biệt danh “Hùng nổ” còn tuyên bố: “Người Việt sẽ làm ra những thứ mà thế giới chưa làm như MXH Lotus”.
Tiếp đến là màn ra mắt của MXH Gapo với vốn đầu tư 500 tỷ đồng, đặt mục tiêu có 50 triệu người dùng sau ba năm.
Sang năm 2020 là sự ra đời của MXH Hahalolo với tham vọng trở thành một siêu ứng dụng có hai tỷ người dùng trên thế giới, sẽ niêm yết trên sàn chứng khoán NASDAQ.
Tuy nhiên cho đến nay, tất cả các MXH “MADE IN VIET NAM” này đều đã ch.ết yểu và dường như không còn hoạt động. Cho dù từng ra mắt rầm rộ, với những phát biểu “nổ” của nhiều quan chức và sự hẫu thuẫn từ phía chính quyền, nhưng hiện tại số tiền của đổ vào các MXH này đều đã đổ xuống sông xuống biển.
Chỉ có riêng ứng dụng nhắn tin/mạng xã hội Zalo của Tập đoàn VNG là có nhiều người sử dụng. Nhưng đứng sau là cổ đông của Tencent Holdings (nắm giữ 8,4% cổ phần, ông chủ của Wechat) và Ant Group của tỷ phú Jack Ma (nắm giữ 6,1% cổ phần), cả hai công ty này đều của Trung Quốc.
Không biết tương lai và sự an toàn của người dùng MXH ở Việt Nam sẽ đi về đâu?
Gia Minh",1
https://www.facebook.com/viettan/posts/pfbid02kyNfAM5kjAbPrR1wWdecuhS3CeWxXZVA2SJzCZS9WRsKLyvurVjgKh8sAykNkWi1l,"CÔNG AN HÀ NỘI THÔNG BÁO VỀ VIỆC BẮT GIỮ HAI NHÀ HOẠT ĐỘNG NHÂN QUYỀN
Sáng ngày 7/3/2024, tờ Pháp luật Việt Nam dẫn nguồn tin từ phía công an Hà Hội cho biết, hai nhà hoạt động là Nguyễn Chí Tuyến và Nguyễn Vũ Bình đã bị công an Hà Nội bắt tạm giam về tội ""Làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống Nhà nước"" (theo điều 117 BLHS năm 2015).
Vậy là sau 7 ngày từ khi có thông tin từ gia đình hai nhà hoạt động này bị bắt, đến nay Công an Hà Nội mới đưa ra thông báo này.
Chính quyền Việt Nam ngày càng vi phạm trắng trợn và ngồi xổm lên pháp luật do chính họ làm ra, khi nhiều trường hợp các nhà hoạt động xã hội ở Việt Nam bị bắt, bị khám xét nhà mà không có lệnh, có trường hợp lệnh đưa sau hoặc cơ quan công an thông báo “bằng mồm”.
Việc công an bắt giữ hai nhà hoạt động ôn hòa là Nguyễn Chí Tuyến và Nguyễn Vũ Bình lần này cho thấy, chính quyền Việt Nam tiếp tục chính sách đàn áp đối với các nhà hoạt động và người bảo vệ nhân quyền trong nước.
Chính quyền Việt Nam hiện đang giam giữ khoảng 200 tù nhân chính trị. Kho tù nhân chính trị không bao giờ vơi, có TNLT ra tù thì chính quyền sẽ bắt người khác để bù vào.
Theo một số tổ chức quốc tế, tình hình nhân quyền tại Việt Nam trong mấy năm nay đang xấu đi nghiêm trọng, chính quyền và lực lượng công an đàn áp các nhà hoạt động một cách có hệ thống và ngày càng tinh vi hơn.
Nhiều nhà hoạt động, người bảo vệ nhân quyền, đại diện các NGO hay cả giới luật sư cũng bị đàn áp, bị bắt hoặc phải trốn đi nước ngoài.
Đàn áp nhân quyền vi phạm là vậy, nhưng Chính quyền Việt Nam mới đây còn trơ trẽn xin ứng cử vào Hội đồng nhân quyền của Liên Hợp Quốc.
Gia Minh",1
https://www.facebook.com/viettan/posts/pfbid0cJMUsKK5veBAsMxZCGQ16CTBvTFbJ5Z6jxK21G7i4mVGsh864hgsHCGzJ34nH1rjl,"BAN TUYÊN GIÁO KHÓ ĂN NÓI VỚI DƯ LUẬN VIÊN VỤ CÁN BỘ TOÀ ÁN QUẢNG BÌNH TRỐN SANG MỸ
Một nữ cán bộ thuộc Phòng Tổ chức cán bộ, Thanh tra và Thi đua khen thưởng - TAND tỉnh Quảng Bình xin nghỉ phép sang Mỹ du lịch rồi bỏ trốn không quay về Việt Nam.
Trước đây cũng từng có nhiều vụ cán bộ nhà nước ở Việt Nam sang Mỹ du lịch hay công tác cũng trốn lại ở lại như trường hợp một phó trưởng phòng Sở ngoại vụ tỉnh Cần Thơ hay trường hợp của hai cán bộ thuộc Bộ Công thương.
Mặc dù chính quyền Việt Nam cũng giống như các quốc gia cộng sản khác đều lo sợ cán bộ, đảng viên khi sang các quốc gia phát triển thì “tự diễn biến” nên đảng viên nào muốn đi đều phải có sự cho phép cấp thẩm quyền từ cấp tỉnh.
Xin phép khó khăn là vậy nhưng tại sao nhiều đảng viên đã từng mất rất nhiều tiền chạy chức, chạy quyền ở Việt Nam vẫn tìm mọi cách, mọi kẽ hở để ra đi? Mà khi ra đi thì lại chọn xứ tư bản giãy chết, chứ nhất định không chọn các nước anh em khối xã nghĩa.
Ban Tuyên giáo của ĐCSVN đã dùng mọi chiêu trò và một hệ thống tuyên truyền, nhưng phải chấp nhận một thực tế rằng con cháu quan chức, đảng viên hiện nay đều chọn các nước tư bản chủ nghĩa để du học và tìm cách định cư.
Ví dụ trường hợp quan chức cấp cao Việt Nam như Nguyễn Xuân Phúc, Vương Đình Huệ thì đều tìm cách cho con cái đi du học Mỹ, thậm chí có thẻ xanh và định cư ở Mỹ luôn.
Ban Tuyên giáo thường dùng các “dư luận viên” để tuyên truyền, nhưng trong vụ cán bộ Tòa án tỉnh Quảng Bình trốn ở lại Mỹ lần này, Ban Tuyên giáo quả là khó ăn, khó nói với lực lượng dư luận viên thật.
Gia Minh",1
